date,hour,number,title,link
2026-01-14,23:36,3/2026,PGE POLSKA GRUPA ENERGETYCZNA S.A. - Powołanie członków Zarządu,https://espiebi.pap.pl/node/713068
2026-01-14,22:29,1/2026,COMPREMUM S.A. - Powołanie członka Zarządu Spółki.,https://espiebi.pap.pl/node/713067
2026-01-14,22:11,2/2026,CCC - Zgłoszenie kandydatury do Rady Nadzorczej CCC S.A.,https://espiebi.pap.pl/node/713066
2026-01-14,21:38,3/2026,BLOOBER TEAM S.A. - Zawiadomienie w trybie art. 19 ust. 3 rozporządzenia MAR,https://espiebi.pap.pl/node/713065
2026-01-14,21:35,1/2026,"ELQ S.A. - Zawarcie umowy o wartości 363.973.420,00 zł  zł netto na realizację projektu instalacji do produkcji zielonego wodoru RFNBO wraz z kinetycznym magazynem energii",https://espiebi.pap.pl/node/713064
2026-01-14,21:29,2/2026,PGE POLSKA GRUPA ENERGETYCZNA S.A. - Rezygnacja członka Rady Nadzorczej,https://espiebi.pap.pl/node/713063
2026-01-14,20:51,3/2026,G-Devs S.A. - Zawiadomienia z art. 69 Ustawy o ofercie publicznej,https://espiebi.pap.pl/node/713062
2026-01-14,20:27,1/2026,WOODPECKER.CO S.A. - Wybrane szacunkowe kwartalne dane finansowe,https://espiebi.pap.pl/node/713061
2026-01-14,19:46,1/2026,Molecure S.A. - Rezygnacja Członka Rady Nadzorczej,https://espiebi.pap.pl/node/713060
2026-01-14,19:39,2/2026,TENDERHUT S.A. - Informacja o szacunkowych skonsolidowanych przychodach ze sprzedaży w grudniu 2025 roku oraz szacunkowych skonsolidowanych przychodach ze sprzedaży w okresie styczeń - grudzień 2025 roku,https://espiebi.pap.pl/node/713059
2026-01-14,18:56,4/2026,SANOK RC SA - Żądanie zwołania Nadzwyczajnego Walnego Zgromadzenia,https://espiebi.pap.pl/node/713058
2026-01-14,18:47,1/2026,POLICE - Utworzenie odpisów aktualizujących z tytułu utraty wartości aktywów finansowych oraz należności handlowych.,https://espiebi.pap.pl/node/713057
